"id","budget","runtime","vote_count","vote_average","title","Action","Adventure","Animation","Comedy","Crime","Documentary","Drama","Family","Fantasy","History","Horror","Music","Mystery","Romance","Science.Fiction","Thriller","War","Western","year","month"
1865,380000000,136,4948,6.4,"Pirates of the Caribbean: On Stranger Tides",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2011,"May"
41154,225000000,106,4160,6.2,"Men in Black 3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012,"May"
122917,250000000,144,4760,7.1,"The Hobbit: The Battle of the Five Armies",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,"Dec"
1930,215000000,136,6586,6.5,"The Amazing Spider-Man",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012,"Jun"
20662,200000000,140,1398,6.2,"Robin Hood",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,"May"
57158,250000000,161,4524,7.6,"The Hobbit: The Desolation of Smaug",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013,"Dec"
2268,180000000,113,1303,5.8,"The Golden Compass",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2007,"Dec"
254,207000000,187,2337,6.6,"King Kong",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,"Dec"
597,200000000,194,7562,7.5,"Titanic",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1997,"Nov"
271110,250000000,147,7241,7.1,"Captain America: Civil War",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,"Apr"
44833,209000000,131,2114,5.5,"Battleship",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012,"Apr"
135397,150000000,124,8662,6.5,"Jurassic World",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015,"Jun"
37724,200000000,143,7604,6.9,"Skyfall",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,"Oct"
558,200000000,127,4321,6.7,"Spider-Man 2",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2004,"Jun"
68721,200000000,130,8806,6.8,"Iron Man 3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,"Apr"
12155,200000000,108,4645,6.4,"Alice in Wonderland",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2010,"Mar"
36668,210000000,104,3525,6.3,"X-Men: The Last Stand",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2006,"May"
62211,200000000,104,3528,7,"Monsters University",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,"Jun"
8373,150000000,150,3138,6,"Transformers: Revenge of the Fallen",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,"Jun"
91314,210000000,165,3095,5.8,"Transformers: Age of Extinction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Jun"
68728,200000000,130,3530,5.7,"Oz: The Great and Powerful",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2013,"Mar"
102382,200000000,142,4179,6.5,"The Amazing Spider-Man 2",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,"Apr"
20526,170000000,125,2841,6.3,"TRON: Legacy",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,"Dec"
49013,200000000,106,2033,5.8,"Cars 2",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,"Jun"
44912,200000000,114,2487,5.1,"Green Lantern",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2011,"Jun"
10193,200000000,103,4597,7.6,"Toy Story 3",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,"Jun"
534,200000000,115,2463,5.9,"Terminator Salvation",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2009,"May"
168259,190000000,137,4176,7.3,"Furious 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,"Apr"
72190,200000000,116,5560,6.7,"World War Z",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2013,"Jun"
127585,250000000,131,6032,7.5,"X-Men: Days of Future Past",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,"May"
54138,190000000,132,4418,7.4,"Star Trek Into Darkness",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,"May"
81005,195000000,114,2598,5.5,"Jack the Giant Slayer",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2013,"Feb"
64682,105000000,143,3769,7.3,"The Great Gatsby",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,"May"
9543,150000000,116,2317,6.2,"Prince of Persia: The Sands of Time",1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2010,"May"
68726,180000000,131,4794,6.7,"Pacific Rim",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,"Jul"
38356,195000000,154,3299,6.1,"Transformers: Dark of the Moon",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,"Jun"
217,185000000,122,2495,5.7,"Indiana Jones and the Kingdom of the Crystal Skull",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,"May"
105864,175000000,93,1736,6.6,"The Good Dinosaur",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,"Nov"
62177,185000000,93,4641,6.7,"Brave",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2012,"Jun"
188927,185000000,122,2568,6.6,"Star Trek Beyond",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,"Jul"
10681,180000000,98,6296,7.8,"WALL·E",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008,"Jun"
5174,140000000,91,783,6.1,"Rush Hour 3",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2007,"Aug"
14161,200000000,158,4903,5.6,"2012",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,"Oct"
17979,200000000,96,1095,6.6,"A Christmas Carol",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009,"Nov"
76757,176000003,124,2768,5.2,"Jupiter Ascending",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,"Feb"
258489,180000000,109,2430,5.5,"The Legend of Tarzan",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,"Jun"
411,180000000,143,2629,6.7,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2005,"Dec"
246655,178000000,144,4721,6.4,"X-Men: Apocalypse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,"May"
155,185000000,152,12002,8.2,"The Dark Knight",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2008,"Jul"
14160,175000000,96,6870,7.7,"Up",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2009,"May"
15512,175000000,94,1423,6,"Monsters vs Aliens",0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2009,"Mar"
1726,140000000,126,8776,7.4,"Iron Man",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,"Apr"
44826,170000000,126,2141,7,"Hugo",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2011,"Nov"
8487,170000000,106,1020,5.1,"Wild Wild West",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1999,"Jun"
1735,145000000,112,1387,5.2,"The Mummy: Tomb of the Dragon Emperor",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2008,"Jul"
297761,175000000,123,7458,5.9,"Suicide Squad",1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2016,"Aug"
2698,175000000,96,1151,5.3,"Evan Almighty",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2007,"Jun"
137113,178000000,113,4858,7.6,"Edge of Tomorrow",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"May"
9804,175000000,135,992,5.9,"Waterworld",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"Jul"
14869,175000000,118,1962,5.6,"G.I. Joe: The Rise of Cobra",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2009,"Aug"
150540,175000000,94,6560,8,"Inside Out",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2015,"Jun"
278927,175000000,106,2892,6.7,"The Jungle Book",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2016,"Apr"
10138,200000000,124,6849,6.6,"Iron Man 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,"Apr"
58595,170000000,127,3118,5.8,"Snow White and the Huntsman",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,"May"
102651,180000000,97,4496,7,"Maleficent",1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2014,"May"
119450,170000000,130,4410,7.3,"Dawn of the Planet of the Apes",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2014,"Jun"
79698,27000000,109,34,4.8,"The Lovers",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2015,"Feb"
64686,175000000,119,1326,5.9,"47 Ronin",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,"Dec"
100402,170000000,136,5764,7.6,"Captain America: The Winter Soldier",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Mar"
10192,165000000,93,1959,6,"Shrek Forever After",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2010,"May"
158852,190000000,130,2846,6.2,"Tomorrowland",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2015,"May"
177572,165000000,102,6135,7.8,"Big Hero 6",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014,"Oct"
82690,165000000,108,4570,7.1,"Wreck-It Ralph",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012,"Nov"
5255,165000000,100,1474,6.4,"The Polar Express",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2004,"Nov"
47933,165000000,120,2491,4.9,"Independence Day: Resurgence",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,"Jun"
10191,165000000,98,4227,7.5,"How to Train Your Dragon",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2010,"Mar"
296,200000000,109,2143,5.9,"Terminator 3: Rise of the Machines",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2003,"Jul"
118340,170000000,121,9742,7.9,"Guardians of the Galaxy",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Jul"
157336,165000000,169,10867,8.1,"Interstellar",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,"Nov"
27205,160000000,148,13752,8.1,"Inception",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2010,"Jul"
315011,15000000,120,143,6.5,"Shin Godzilla",1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2016,"Jul"
49051,250000000,169,8297,7,"The Hobbit: An Unexpected Journey",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012,"Nov"
9799,38000000,106,3428,6.6,"The Fast and the Furious",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2001,"Jun"
4922,150000000,166,3292,7.3,"The Curious Case of Benjamin Button",0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,2008,"Nov"
49538,160000000,132,5181,7.1,"X-Men: First Class",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,"May"
131634,160000000,137,3984,6.6,"The Hunger Games: Mockingjay - Part 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,"Nov"
27022,150000000,109,1470,5.8,"The Sorcerer's Apprentice",1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2010,"Jul"
503,160000000,99,583,5.5,"Poseidon",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2006,"May"
241259,170000000,113,1725,6.5,"Alice Through the Looking Glass",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,"May"
810,160000000,93,2278,6,"Shrek the Third",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2007,"May"
68735,160000000,123,2268,6.3,"Warcraft",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,"May"
87101,155000000,126,3631,5.8,"Terminator Genisys",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015,"Jun"
10140,155000000,113,1514,6.2,"The Chronicles of Narnia: The Voyage of the Dawn Treader",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2010,"Aug"
676,140000000,183,1791,6.6,"Pearl Harbor",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2001,"May"
1858,150000000,144,4040,6.6,"Transformers",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,"Jun"
1966,155000000,175,927,5.6,"Alexander",1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2004,"Nov"
675,150000000,138,5494,7.4,"Harry Potter and the Order of the Phoenix",0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2007,"Jun"
674,150000000,157,5608,7.5,"Harry Potter and the Goblet of Fire",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2005,"Nov"
8960,150000000,92,2961,6.2,"Hancock",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2008,"Jul"
6479,150000000,101,4853,6.9,"I Am Legend",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2007,"Dec"
118,150000000,115,3624,6.7,"Charlie and the Chocolate Factory",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2005,"Jul"
2062,150000000,111,4369,7.5,"Ratatouille",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2007,"Jun"
272,150000000,140,7359,7.5,"Batman Begins",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,"Jun"
10527,150000000,89,1810,6.2,"Madagascar: Escape 2 Africa",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008,"Oct"
18360,150000000,105,1971,5.9,"Night at the Museum: Battle of the Smithsonian",1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2009,"May"
2080,150000000,107,4021,6.2,"X-Men Origins: Wolverine",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2009,"Apr"
605,150000000,129,3096,6.4,"The Matrix Revolutions",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2003,"Nov"
109445,150000000,102,5295,7.3,"Frozen",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,"Nov"
604,150000000,138,3443,6.7,"The Matrix Reloaded",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2003,"May"
76338,170000000,112,4755,6.8,"Thor: The Dark World",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013,"Oct"
76341,150000000,120,9427,7.2,"Mad Max: Fury Road",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015,"May"
13448,150000000,138,2129,6.5,"Angels & Demons",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2009,"May"
10195,150000000,115,6525,6.6,"Thor",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2011,"Apr"
13053,150000000,98,1750,6.3,"Bolt",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008,"Nov"
19585,150000000,88,510,5.1,"G-Force",1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2009,"Jul"
57165,150000000,99,1431,5.5,"Wrath of the Titans",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Mar"
62213,150000000,113,2320,5.7,"Dark Shadows",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012,"May"
177677,150000000,131,3224,7.1,"Mission: Impossible - Rogue Nation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,"Jul"
7978,150000000,102,549,5.5,"The Wolfman",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2010,"Feb"
5559,150000000,91,1171,5.7,"Bee Movie",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007,"Oct"
49444,150000000,91,1880,6.7,"Kung Fu Panda 2",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,"May"
10196,150000000,103,1151,4.7,"The Last Airbender",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2010,"Jun"
956,150000000,126,2028,6.5,"Mission: Impossible III",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,"May"
117251,150000000,131,1891,6.4,"White House Down",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2013,"Jun"
50321,150000000,88,199,5.5,"Mars Needs Moms",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,"Mar"
11619,149000000,85,874,6,"Flushed Away",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2006,"Oct"
266647,150000000,111,954,5.9,"Pan",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2015,"Sep"
82703,145000000,92,843,6.7,"Mr. Peabody & Sherman",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014,"Feb"
652,175000000,163,2759,6.9,"Troy",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2004,"May"
80321,145000000,93,1808,6.4,"Madagascar 3: Europe's Most Wanted",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012,"Jun"
36669,140000000,133,1092,5.8,"Die Another Day",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2002,"Nov"
43074,144000000,116,2142,5.3,"Ghostbusters",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,"Jul"
95,140000000,151,2482,6.4,"Armageddon",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1998,"Jul"
608,140000000,88,3114,6,"Men in Black II",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002,"Jul"
2310,70000000,115,841,5.5,"Beowulf",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,"Nov"
140300,145000000,95,1603,6.7,"Kung Fu Panda 3",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,"Jan"
56292,145000000,133,3972,6.8,"Mission: Impossible - Ghost Protocol",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011,"Dec"
81188,145000000,97,1922,7.1,"Rise of the Guardians",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2012,"Nov"
7552,100000000,90,627,5.9,"Fun with Dick and Jane",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,"Dec"
616,140000000,154,1895,7.3,"The Last Samurai",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2003,"Dec"
147441,140000000,150,1921,5.6,"Exodus: Gods and Kings",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,"Dec"
13475,150000000,127,4518,7.4,"Star Trek",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,"May"
557,139000000,121,5265,6.8,"Spider-Man",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2002,"May"
82702,145000000,102,3106,7.6,"How to Train Your Dragon 2",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2014,"Jun"
205584,140000000,127,1277,5.3,"Gods of Egypt",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,"Feb"
10048,135000000,121,331,4.9,"Stealth",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,"Jul"
13183,130000000,163,2811,7,"Watchmen",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2009,"Mar"
944,140000000,127,767,6.3,"Lethal Weapon 4",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,"Jul"
1927,137000000,138,1533,5.3,"Hulk",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2003,"Jun"
72559,130000000,110,3025,5.4,"G.I. Joe: Retaliation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013,"Mar"
7364,130000000,124,434,5.7,"Sahara",1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2005,"Apr"
2114,137000000,106,433,5.9,"Final Fantasy: The Spirits Within",1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2001,"Jul"
1771,140000000,124,7047,6.6,"Captain America: The First Avenger",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,"Jul"
36643,135000000,128,862,6,"The World Is Not Enough",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999,"Nov"
8619,150000000,138,790,6.9,"Master and Commander: The Far Side of the World",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,"Nov"
50620,120000000,115,2553,6.1,"The Twilight Saga: Breaking Dawn - Part 2",0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2012,"Nov"
65759,130000000,100,373,5.8,"Happy Feet Two",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,"Nov"
1724,150000000,114,3021,6.1,"The Incredible Hulk",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,"Jun"
267935,140000000,120,1000,6,"The BFG",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2016,"Jun"
281957,135000000,156,6396,7.3,"The Revenant",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2015,"Dec"
77950,135000000,96,1074,6.1,"Turbo",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,"Jul"
44896,135000000,107,2051,6.6,"Rango",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2011,"Mar"
270946,132000000,92,1346,6.5,"Penguins of Madagascar",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014,"Nov"
2503,70000000,115,2888,7.3,"The Bourne Ultimatum",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2007,"Aug"
9502,130000000,90,3145,6.9,"Kung Fu Panda",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008,"Jun"
102899,130000000,117,5880,7,"Ant-Man",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,"Jul"
101299,130000000,146,6495,7.4,"The Hunger Games: Catching Fire",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,"Nov"
228161,135000000,94,1519,6.8,"Home",0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2015,"Mar"
74,132000000,116,2322,6.2,"War of the Worlds",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2005,"Jun"
8961,130000000,147,1564,6.3,"Bad Boys II",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2003,"Jul"
417859,130000000,90,451,6.4,"Puss in Boots",1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2011,"Oct"
27576,110000000,100,2093,6.2,"Salt",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2010,"Jul"
86834,125000000,139,2350,5.6,"Noah",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,"Mar"
17578,130000000,107,2061,6.7,"The Adventures of Tintin",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,"Oct"
673,130000000,141,5877,7.7,"Harry Potter and the Prisoner of Azkaban",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2004,"May"
6972,130000000,165,694,6.3,"Australia",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,"Nov"
