"movie_id","original_title","genre","runtime","vote_average","vote_count","title","budget","profit","year"
99861,"Avengers: Age of Ultron","Adventure",141,7.3,6767,"Avengers: Age of Ultron",280,1125403694,2015
99861,"Avengers: Age of Ultron","Science Fiction",141,7.3,6767,"Avengers: Age of Ultron",280,1125403694,2015
767,"Harry Potter and the Half-Blood Prince","Adventure",153,7.4,5293,"Harry Potter and the Half-Blood Prince",250,683959197,2009
767,"Harry Potter and the Half-Blood Prince","Fantasy",153,7.4,5293,"Harry Potter and the Half-Blood Prince",250,683959197,2009
767,"Harry Potter and the Half-Blood Prince","Family",153,7.4,5293,"Harry Potter and the Half-Blood Prince",250,683959197,2009
209112,"Batman v Superman: Dawn of Justice","Action",151,5.7,7004,"Batman v Superman: Dawn of Justice",250,623260194,2016
209112,"Batman v Superman: Dawn of Justice","Adventure",151,5.7,7004,"Batman v Superman: Dawn of Justice",250,623260194,2016
209112,"Batman v Superman: Dawn of Justice","Fantasy",151,5.7,7004,"Batman v Superman: Dawn of Justice",250,623260194,2016
1452,"Superman Returns","Adventure",154,5.4,1400,"Superman Returns",270,121081192,2006
1452,"Superman Returns","Fantasy",154,5.4,1400,"Superman Returns",270,121081192,2006
1452,"Superman Returns","Action",154,5.4,1400,"Superman Returns",270,121081192,2006
1452,"Superman Returns","Science Fiction",154,5.4,1400,"Superman Returns",270,121081192,2006
10764,"Quantum of Solace","Adventure",106,6.1,2965,"Quantum of Solace",200,386090727,2008
10764,"Quantum of Solace","Action",106,6.1,2965,"Quantum of Solace",200,386090727,2008
10764,"Quantum of Solace","Thriller",106,6.1,2965,"Quantum of Solace",200,386090727,2008
10764,"Quantum of Solace","Crime",106,6.1,2965,"Quantum of Solace",200,386090727,2008
58,"Pirates of the Caribbean: Dead Man's Chest","Adventure",151,7,5246,"Pirates of the Caribbean: Dead Man's Chest",200,865659812,2006
58,"Pirates of the Caribbean: Dead Man's Chest","Fantasy",151,7,5246,"Pirates of the Caribbean: Dead Man's Chest",200,865659812,2006
58,"Pirates of the Caribbean: Dead Man's Chest","Action",151,7,5246,"Pirates of the Caribbean: Dead Man's Chest",200,865659812,2006
57201,"The Lone Ranger","Action",149,5.9,2311,"The Lone Ranger",255,-165710090,2013
57201,"The Lone Ranger","Adventure",149,5.9,2311,"The Lone Ranger",255,-165710090,2013
57201,"The Lone Ranger","Western",149,5.9,2311,"The Lone Ranger",255,-165710090,2013
49521,"Man of Steel","Action",143,6.5,6359,"Man of Steel",225,437845518,2013
49521,"Man of Steel","Adventure",143,6.5,6359,"Man of Steel",225,437845518,2013
49521,"Man of Steel","Fantasy",143,6.5,6359,"Man of Steel",225,437845518,2013
49521,"Man of Steel","Science Fiction",143,6.5,6359,"Man of Steel",225,437845518,2013
2454,"The Chronicles of Narnia: Prince Caspian","Adventure",150,6.3,1630,"The Chronicles of Narnia: Prince Caspian",225,194651413,2008
2454,"The Chronicles of Narnia: Prince Caspian","Family",150,6.3,1630,"The Chronicles of Narnia: Prince Caspian",225,194651413,2008
2454,"The Chronicles of Narnia: Prince Caspian","Fantasy",150,6.3,1630,"The Chronicles of Narnia: Prince Caspian",225,194651413,2008
24428,"The Avengers","Science Fiction",143,7.4,11776,"The Avengers",220,1299557910,2012
24428,"The Avengers","Action",143,7.4,11776,"The Avengers",220,1299557910,2012
24428,"The Avengers","Adventure",143,7.4,11776,"The Avengers",220,1299557910,2012
1865,"Pirates of the Caribbean: On Stranger Tides","Adventure",136,6.4,4948,"Pirates of the Caribbean: On Stranger Tides",380,665713802,2011
1865,"Pirates of the Caribbean: On Stranger Tides","Action",136,6.4,4948,"Pirates of the Caribbean: On Stranger Tides",380,665713802,2011
1865,"Pirates of the Caribbean: On Stranger Tides","Fantasy",136,6.4,4948,"Pirates of the Caribbean: On Stranger Tides",380,665713802,2011
41154,"Men in Black 3","Action",106,6.2,4160,"Men in Black 3",225,399026776,2012
41154,"Men in Black 3","Comedy",106,6.2,4160,"Men in Black 3",225,399026776,2012
41154,"Men in Black 3","Science Fiction",106,6.2,4160,"Men in Black 3",225,399026776,2012
122917,"The Hobbit: The Battle of the Five Armies","Action",144,7.1,4760,"The Hobbit: The Battle of the Five Armies",250,706019788,2014
122917,"The Hobbit: The Battle of the Five Armies","Adventure",144,7.1,4760,"The Hobbit: The Battle of the Five Armies",250,706019788,2014
122917,"The Hobbit: The Battle of the Five Armies","Fantasy",144,7.1,4760,"The Hobbit: The Battle of the Five Armies",250,706019788,2014
1930,"The Amazing Spider-Man","Action",136,6.5,6586,"The Amazing Spider-Man",215,537215857,2012
1930,"The Amazing Spider-Man","Adventure",136,6.5,6586,"The Amazing Spider-Man",215,537215857,2012
1930,"The Amazing Spider-Man","Fantasy",136,6.5,6586,"The Amazing Spider-Man",215,537215857,2012
20662,"Robin Hood","Action",140,6.2,1398,"Robin Hood",200,110669540,2010
20662,"Robin Hood","Adventure",140,6.2,1398,"Robin Hood",200,110669540,2010
57158,"The Hobbit: The Desolation of Smaug","Adventure",161,7.6,4524,"The Hobbit: The Desolation of Smaug",250,708400000,2013
57158,"The Hobbit: The Desolation of Smaug","Fantasy",161,7.6,4524,"The Hobbit: The Desolation of Smaug",250,708400000,2013
2268,"The Golden Compass","Adventure",113,5.8,1303,"The Golden Compass",180,192234864,2007
2268,"The Golden Compass","Fantasy",113,5.8,1303,"The Golden Compass",180,192234864,2007
254,"King Kong","Adventure",187,6.6,2337,"King Kong",207,3.43e+08,2005
254,"King Kong","Drama",187,6.6,2337,"King Kong",207,3.43e+08,2005
254,"King Kong","Action",187,6.6,2337,"King Kong",207,3.43e+08,2005
597,"Titanic","Drama",194,7.5,7562,"Titanic",200,1645034188,1997
597,"Titanic","Romance",194,7.5,7562,"Titanic",200,1645034188,1997
597,"Titanic","Thriller",194,7.5,7562,"Titanic",200,1645034188,1997
271110,"Captain America: Civil War","Adventure",147,7.1,7241,"Captain America: Civil War",250,903304495,2016
271110,"Captain America: Civil War","Action",147,7.1,7241,"Captain America: Civil War",250,903304495,2016
271110,"Captain America: Civil War","Science Fiction",147,7.1,7241,"Captain America: Civil War",250,903304495,2016
44833,"Battleship","Thriller",131,5.5,2114,"Battleship",209,94025485,2012
44833,"Battleship","Action",131,5.5,2114,"Battleship",209,94025485,2012
44833,"Battleship","Adventure",131,5.5,2114,"Battleship",209,94025485,2012
44833,"Battleship","Science Fiction",131,5.5,2114,"Battleship",209,94025485,2012
135397,"Jurassic World","Action",124,6.5,8662,"Jurassic World",150,1363528810,2015
135397,"Jurassic World","Adventure",124,6.5,8662,"Jurassic World",150,1363528810,2015
135397,"Jurassic World","Science Fiction",124,6.5,8662,"Jurassic World",150,1363528810,2015
135397,"Jurassic World","Thriller",124,6.5,8662,"Jurassic World",150,1363528810,2015
37724,"Skyfall","Action",143,6.9,7604,"Skyfall",200,908561013,2012
37724,"Skyfall","Adventure",143,6.9,7604,"Skyfall",200,908561013,2012
37724,"Skyfall","Thriller",143,6.9,7604,"Skyfall",200,908561013,2012
558,"Spider-Man 2","Action",127,6.7,4321,"Spider-Man 2",200,583766341,2004
558,"Spider-Man 2","Adventure",127,6.7,4321,"Spider-Man 2",200,583766341,2004
558,"Spider-Man 2","Fantasy",127,6.7,4321,"Spider-Man 2",200,583766341,2004
68721,"Iron Man 3","Action",130,6.8,8806,"Iron Man 3",200,1015439994,2013
68721,"Iron Man 3","Adventure",130,6.8,8806,"Iron Man 3",200,1015439994,2013
68721,"Iron Man 3","Science Fiction",130,6.8,8806,"Iron Man 3",200,1015439994,2013
12155,"Alice in Wonderland","Family",108,6.4,4645,"Alice in Wonderland",200,825491110,2010
12155,"Alice in Wonderland","Fantasy",108,6.4,4645,"Alice in Wonderland",200,825491110,2010
12155,"Alice in Wonderland","Adventure",108,6.4,4645,"Alice in Wonderland",200,825491110,2010
36668,"X-Men: The Last Stand","Adventure",104,6.3,3525,"X-Men: The Last Stand",210,249359555,2006
36668,"X-Men: The Last Stand","Action",104,6.3,3525,"X-Men: The Last Stand",210,249359555,2006
36668,"X-Men: The Last Stand","Science Fiction",104,6.3,3525,"X-Men: The Last Stand",210,249359555,2006
36668,"X-Men: The Last Stand","Thriller",104,6.3,3525,"X-Men: The Last Stand",210,249359555,2006
62211,"Monsters University","Animation",104,7,3528,"Monsters University",200,543559607,2013
62211,"Monsters University","Family",104,7,3528,"Monsters University",200,543559607,2013
8373,"Transformers: Revenge of the Fallen","Science Fiction",150,6,3138,"Transformers: Revenge of the Fallen",150,686297228,2009
8373,"Transformers: Revenge of the Fallen","Action",150,6,3138,"Transformers: Revenge of the Fallen",150,686297228,2009
8373,"Transformers: Revenge of the Fallen","Adventure",150,6,3138,"Transformers: Revenge of the Fallen",150,686297228,2009
91314,"Transformers: Age of Extinction","Science Fiction",165,5.8,3095,"Transformers: Age of Extinction",210,881405097,2014
91314,"Transformers: Age of Extinction","Action",165,5.8,3095,"Transformers: Age of Extinction",210,881405097,2014
91314,"Transformers: Age of Extinction","Adventure",165,5.8,3095,"Transformers: Age of Extinction",210,881405097,2014
68728,"Oz: The Great and Powerful","Fantasy",130,5.7,3530,"Oz: The Great and Powerful",200,291868548,2013
68728,"Oz: The Great and Powerful","Adventure",130,5.7,3530,"Oz: The Great and Powerful",200,291868548,2013
68728,"Oz: The Great and Powerful","Family",130,5.7,3530,"Oz: The Great and Powerful",200,291868548,2013
102382,"The Amazing Spider-Man 2","Action",142,6.5,4179,"The Amazing Spider-Man 2",200,505717432,2014
102382,"The Amazing Spider-Man 2","Adventure",142,6.5,4179,"The Amazing Spider-Man 2",200,505717432,2014
102382,"The Amazing Spider-Man 2","Fantasy",142,6.5,4179,"The Amazing Spider-Man 2",200,505717432,2014
20526,"TRON: Legacy","Adventure",125,6.3,2841,"TRON: Legacy",170,230062763,2010
20526,"TRON: Legacy","Action",125,6.3,2841,"TRON: Legacy",170,230062763,2010
20526,"TRON: Legacy","Science Fiction",125,6.3,2841,"TRON: Legacy",170,230062763,2010
49013,"Cars 2","Animation",106,5.8,2033,"Cars 2",200,359852396,2011
49013,"Cars 2","Family",106,5.8,2033,"Cars 2",200,359852396,2011
49013,"Cars 2","Adventure",106,5.8,2033,"Cars 2",200,359852396,2011
49013,"Cars 2","Comedy",106,5.8,2033,"Cars 2",200,359852396,2011
44912,"Green Lantern","Adventure",114,5.1,2487,"Green Lantern",200,19851172,2011
44912,"Green Lantern","Action",114,5.1,2487,"Green Lantern",200,19851172,2011
44912,"Green Lantern","Thriller",114,5.1,2487,"Green Lantern",200,19851172,2011
44912,"Green Lantern","Science Fiction",114,5.1,2487,"Green Lantern",200,19851172,2011
10193,"Toy Story 3","Animation",103,7.6,4597,"Toy Story 3",200,866969703,2010
10193,"Toy Story 3","Family",103,7.6,4597,"Toy Story 3",200,866969703,2010
10193,"Toy Story 3","Comedy",103,7.6,4597,"Toy Story 3",200,866969703,2010
534,"Terminator Salvation","Action",115,5.9,2463,"Terminator Salvation",200,171353001,2009
534,"Terminator Salvation","Science Fiction",115,5.9,2463,"Terminator Salvation",200,171353001,2009
534,"Terminator Salvation","Thriller",115,5.9,2463,"Terminator Salvation",200,171353001,2009
168259,"Furious 7","Action",137,7.3,4176,"Furious 7",190,1316249360,2015
72190,"World War Z","Action",116,6.7,5560,"World War Z",200,331865000,2013
72190,"World War Z","Drama",116,6.7,5560,"World War Z",200,331865000,2013
72190,"World War Z","Horror",116,6.7,5560,"World War Z",200,331865000,2013
72190,"World War Z","Science Fiction",116,6.7,5560,"World War Z",200,331865000,2013
72190,"World War Z","Thriller",116,6.7,5560,"World War Z",200,331865000,2013
127585,"X-Men: Days of Future Past","Action",131,7.5,6032,"X-Men: Days of Future Past",250,497862775,2014
127585,"X-Men: Days of Future Past","Adventure",131,7.5,6032,"X-Men: Days of Future Past",250,497862775,2014
127585,"X-Men: Days of Future Past","Fantasy",131,7.5,6032,"X-Men: Days of Future Past",250,497862775,2014
127585,"X-Men: Days of Future Past","Science Fiction",131,7.5,6032,"X-Men: Days of Future Past",250,497862775,2014
54138,"Star Trek Into Darkness","Action",132,7.4,4418,"Star Trek Into Darkness",190,277365246,2013
54138,"Star Trek Into Darkness","Adventure",132,7.4,4418,"Star Trek Into Darkness",190,277365246,2013
54138,"Star Trek Into Darkness","Science Fiction",132,7.4,4418,"Star Trek Into Darkness",190,277365246,2013
81005,"Jack the Giant Slayer","Action",114,5.5,2598,"Jack the Giant Slayer",195,2687603,2013
81005,"Jack the Giant Slayer","Family",114,5.5,2598,"Jack the Giant Slayer",195,2687603,2013
81005,"Jack the Giant Slayer","Fantasy",114,5.5,2598,"Jack the Giant Slayer",195,2687603,2013
64682,"The Great Gatsby","Drama",143,7.3,3769,"The Great Gatsby",105,246040419,2013
64682,"The Great Gatsby","Romance",143,7.3,3769,"The Great Gatsby",105,246040419,2013
9543,"Prince of Persia: The Sands of Time","Adventure",116,6.2,2317,"Prince of Persia: The Sands of Time",150,185154643,2010
9543,"Prince of Persia: The Sands of Time","Fantasy",116,6.2,2317,"Prince of Persia: The Sands of Time",150,185154643,2010
9543,"Prince of Persia: The Sands of Time","Action",116,6.2,2317,"Prince of Persia: The Sands of Time",150,185154643,2010
9543,"Prince of Persia: The Sands of Time","Romance",116,6.2,2317,"Prince of Persia: The Sands of Time",150,185154643,2010
68726,"Pacific Rim","Action",131,6.7,4794,"Pacific Rim",180,227602906,2013
68726,"Pacific Rim","Science Fiction",131,6.7,4794,"Pacific Rim",180,227602906,2013
68726,"Pacific Rim","Adventure",131,6.7,4794,"Pacific Rim",180,227602906,2013
38356,"Transformers: Dark of the Moon","Action",154,6.1,3299,"Transformers: Dark of the Moon",195,928746996,2011
38356,"Transformers: Dark of the Moon","Science Fiction",154,6.1,3299,"Transformers: Dark of the Moon",195,928746996,2011
38356,"Transformers: Dark of the Moon","Adventure",154,6.1,3299,"Transformers: Dark of the Moon",195,928746996,2011
217,"Indiana Jones and the Kingdom of the Crystal Skull","Adventure",122,5.7,2495,"Indiana Jones and the Kingdom of the Crystal Skull",185,601636033,2008
217,"Indiana Jones and the Kingdom of the Crystal Skull","Action",122,5.7,2495,"Indiana Jones and the Kingdom of the Crystal Skull",185,601636033,2008
105864,"The Good Dinosaur","Adventure",93,6.6,1736,"The Good Dinosaur",175,156926147,2015
105864,"The Good Dinosaur","Animation",93,6.6,1736,"The Good Dinosaur",175,156926147,2015
105864,"The Good Dinosaur","Family",93,6.6,1736,"The Good Dinosaur",175,156926147,2015
62177,"Brave","Animation",93,6.7,4641,"Brave",185,353983207,2012
62177,"Brave","Adventure",93,6.7,4641,"Brave",185,353983207,2012
62177,"Brave","Comedy",93,6.7,4641,"Brave",185,353983207,2012
62177,"Brave","Family",93,6.7,4641,"Brave",185,353983207,2012
62177,"Brave","Action",93,6.7,4641,"Brave",185,353983207,2012
62177,"Brave","Fantasy",93,6.7,4641,"Brave",185,353983207,2012
188927,"Star Trek Beyond","Action",122,6.6,2568,"Star Trek Beyond",185,158471816,2016
188927,"Star Trek Beyond","Adventure",122,6.6,2568,"Star Trek Beyond",185,158471816,2016
188927,"Star Trek Beyond","Science Fiction",122,6.6,2568,"Star Trek Beyond",185,158471816,2016
10681,"WALL·E","Animation",98,7.8,6296,"WALL·E",180,341311860,2008
10681,"WALL·E","Family",98,7.8,6296,"WALL·E",180,341311860,2008
5174,"Rush Hour 3","Action",91,6.1,783,"Rush Hour 3",140,118022233,2007
5174,"Rush Hour 3","Comedy",91,6.1,783,"Rush Hour 3",140,118022233,2007
5174,"Rush Hour 3","Crime",91,6.1,783,"Rush Hour 3",140,118022233,2007
5174,"Rush Hour 3","Thriller",91,6.1,783,"Rush Hour 3",140,118022233,2007
14161,"2012","Action",158,5.6,4903,"2012",200,569653595,2009
14161,"2012","Adventure",158,5.6,4903,"2012",200,569653595,2009
14161,"2012","Science Fiction",158,5.6,4903,"2012",200,569653595,2009
17979,"A Christmas Carol","Animation",96,6.6,1095,"A Christmas Carol",200,125233863,2009
17979,"A Christmas Carol","Drama",96,6.6,1095,"A Christmas Carol",200,125233863,2009
76757,"Jupiter Ascending","Science Fiction",124,5.2,2768,"Jupiter Ascending",176.000003,7987720,2015
76757,"Jupiter Ascending","Fantasy",124,5.2,2768,"Jupiter Ascending",176.000003,7987720,2015
76757,"Jupiter Ascending","Action",124,5.2,2768,"Jupiter Ascending",176.000003,7987720,2015
76757,"Jupiter Ascending","Adventure",124,5.2,2768,"Jupiter Ascending",176.000003,7987720,2015
258489,"The Legend of Tarzan","Action",109,5.5,2430,"The Legend of Tarzan",180,176743061,2016
258489,"The Legend of Tarzan","Adventure",109,5.5,2430,"The Legend of Tarzan",180,176743061,2016
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure",143,6.7,2629,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180,568806957,2005
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Family",143,6.7,2629,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180,568806957,2005
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Fantasy",143,6.7,2629,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180,568806957,2005
246655,"X-Men: Apocalypse","Science Fiction",144,6.4,4721,"X-Men: Apocalypse",178,365934787,2016
155,"The Dark Knight","Drama",152,8.2,12002,"The Dark Knight",185,819558444,2008
155,"The Dark Knight","Action",152,8.2,12002,"The Dark Knight",185,819558444,2008
155,"The Dark Knight","Crime",152,8.2,12002,"The Dark Knight",185,819558444,2008
155,"The Dark Knight","Thriller",152,8.2,12002,"The Dark Knight",185,819558444,2008
14160,"Up","Animation",96,7.7,6870,"Up",175,560099082,2009
14160,"Up","Comedy",96,7.7,6870,"Up",175,560099082,2009
14160,"Up","Family",96,7.7,6870,"Up",175,560099082,2009
14160,"Up","Adventure",96,7.7,6870,"Up",175,560099082,2009
15512,"Monsters vs Aliens","Animation",94,6,1423,"Monsters vs Aliens",175,206509870,2009
15512,"Monsters vs Aliens","Family",94,6,1423,"Monsters vs Aliens",175,206509870,2009
15512,"Monsters vs Aliens","Adventure",94,6,1423,"Monsters vs Aliens",175,206509870,2009
15512,"Monsters vs Aliens","Science Fiction",94,6,1423,"Monsters vs Aliens",175,206509870,2009
1726,"Iron Man","Action",126,7.4,8776,"Iron Man",140,445174222,2008
1726,"Iron Man","Science Fiction",126,7.4,8776,"Iron Man",140,445174222,2008
1726,"Iron Man","Adventure",126,7.4,8776,"Iron Man",140,445174222,2008
44826,"Hugo","Adventure",126,7,2141,"Hugo",170,15770160,2011
44826,"Hugo","Drama",126,7,2141,"Hugo",170,15770160,2011
44826,"Hugo","Family",126,7,2141,"Hugo",170,15770160,2011
8487,"Wild Wild West","Action",106,5.1,1020,"Wild Wild West",170,52104681,1999
8487,"Wild Wild West","Adventure",106,5.1,1020,"Wild Wild West",170,52104681,1999
8487,"Wild Wild West","Comedy",106,5.1,1020,"Wild Wild West",170,52104681,1999
8487,"Wild Wild West","Science Fiction",106,5.1,1020,"Wild Wild West",170,52104681,1999
8487,"Wild Wild West","Western",106,5.1,1020,"Wild Wild West",170,52104681,1999
1735,"The Mummy: Tomb of the Dragon Emperor","Adventure",112,5.2,1387,"The Mummy: Tomb of the Dragon Emperor",145,256128639,2008
1735,"The Mummy: Tomb of the Dragon Emperor","Action",112,5.2,1387,"The Mummy: Tomb of the Dragon Emperor",145,256128639,2008
1735,"The Mummy: Tomb of the Dragon Emperor","Fantasy",112,5.2,1387,"The Mummy: Tomb of the Dragon Emperor",145,256128639,2008
297761,"Suicide Squad","Action",123,5.9,7458,"Suicide Squad",175,5.7e+08,2016
297761,"Suicide Squad","Adventure",123,5.9,7458,"Suicide Squad",175,5.7e+08,2016
297761,"Suicide Squad","Crime",123,5.9,7458,"Suicide Squad",175,5.7e+08,2016
297761,"Suicide Squad","Fantasy",123,5.9,7458,"Suicide Squad",175,5.7e+08,2016
297761,"Suicide Squad","Science Fiction",123,5.9,7458,"Suicide Squad",175,5.7e+08,2016
2698,"Evan Almighty","Fantasy",96,5.3,1151,"Evan Almighty",175,-2e+06,2007
2698,"Evan Almighty","Comedy",96,5.3,1151,"Evan Almighty",175,-2e+06,2007
2698,"Evan Almighty","Family",96,5.3,1151,"Evan Almighty",175,-2e+06,2007
137113,"Edge of Tomorrow","Action",113,7.6,4858,"Edge of Tomorrow",178,192541256,2014
137113,"Edge of Tomorrow","Science Fiction",113,7.6,4858,"Edge of Tomorrow",178,192541256,2014
9804,"Waterworld","Adventure",135,5.9,992,"Waterworld",175,89218220,1995
9804,"Waterworld","Action",135,5.9,992,"Waterworld",175,89218220,1995
14869,"G.I. Joe: The Rise of Cobra","Adventure",118,5.6,1962,"G.I. Joe: The Rise of Cobra",175,127469017,2009
14869,"G.I. Joe: The Rise of Cobra","Action",118,5.6,1962,"G.I. Joe: The Rise of Cobra",175,127469017,2009
14869,"G.I. Joe: The Rise of Cobra","Thriller",118,5.6,1962,"G.I. Joe: The Rise of Cobra",175,127469017,2009
14869,"G.I. Joe: The Rise of Cobra","Science Fiction",118,5.6,1962,"G.I. Joe: The Rise of Cobra",175,127469017,2009
150540,"Inside Out","Drama",94,8,6560,"Inside Out",175,682611174,2015
150540,"Inside Out","Comedy",94,8,6560,"Inside Out",175,682611174,2015
150540,"Inside Out","Animation",94,8,6560,"Inside Out",175,682611174,2015
150540,"Inside Out","Family",94,8,6560,"Inside Out",175,682611174,2015
278927,"The Jungle Book","Family",106,6.7,2892,"The Jungle Book",175,791550600,2016
278927,"The Jungle Book","Adventure",106,6.7,2892,"The Jungle Book",175,791550600,2016
278927,"The Jungle Book","Drama",106,6.7,2892,"The Jungle Book",175,791550600,2016
278927,"The Jungle Book","Fantasy",106,6.7,2892,"The Jungle Book",175,791550600,2016
10138,"Iron Man 2","Adventure",124,6.6,6849,"Iron Man 2",200,423933331,2010
10138,"Iron Man 2","Action",124,6.6,6849,"Iron Man 2",200,423933331,2010
10138,"Iron Man 2","Science Fiction",124,6.6,6849,"Iron Man 2",200,423933331,2010
58595,"Snow White and the Huntsman","Adventure",127,5.8,3118,"Snow White and the Huntsman",170,226600000,2012
58595,"Snow White and the Huntsman","Fantasy",127,5.8,3118,"Snow White and the Huntsman",170,226600000,2012
58595,"Snow White and the Huntsman","Drama",127,5.8,3118,"Snow White and the Huntsman",170,226600000,2012
102651,"Maleficent","Fantasy",97,7,4496,"Maleficent",180,578539785,2014
102651,"Maleficent","Adventure",97,7,4496,"Maleficent",180,578539785,2014
102651,"Maleficent","Action",97,7,4496,"Maleficent",180,578539785,2014
102651,"Maleficent","Family",97,7,4496,"Maleficent",180,578539785,2014
102651,"Maleficent","Romance",97,7,4496,"Maleficent",180,578539785,2014
119450,"Dawn of the Planet of the Apes","Science Fiction",130,7.3,4410,"Dawn of the Planet of the Apes",170,540644566,2014
119450,"Dawn of the Planet of the Apes","Action",130,7.3,4410,"Dawn of the Planet of the Apes",170,540644566,2014
119450,"Dawn of the Planet of the Apes","Drama",130,7.3,4410,"Dawn of the Planet of the Apes",170,540644566,2014
119450,"Dawn of the Planet of the Apes","Thriller",130,7.3,4410,"Dawn of the Planet of the Apes",170,540644566,2014
79698,"The Lovers","Action",109,4.8,34,"The Lovers",27,-2.7e+07,2015
79698,"The Lovers","Adventure",109,4.8,34,"The Lovers",27,-2.7e+07,2015
79698,"The Lovers","Science Fiction",109,4.8,34,"The Lovers",27,-2.7e+07,2015
79698,"The Lovers","Romance",109,4.8,34,"The Lovers",27,-2.7e+07,2015
64686,"47 Ronin","Drama",119,5.9,1326,"47 Ronin",175,-24037525,2013
64686,"47 Ronin","Action",119,5.9,1326,"47 Ronin",175,-24037525,2013
64686,"47 Ronin","Adventure",119,5.9,1326,"47 Ronin",175,-24037525,2013
64686,"47 Ronin","Fantasy",119,5.9,1326,"47 Ronin",175,-24037525,2013
100402,"Captain America: The Winter Soldier","Action",136,7.6,5764,"Captain America: The Winter Soldier",170,544766572,2014
100402,"Captain America: The Winter Soldier","Adventure",136,7.6,5764,"Captain America: The Winter Soldier",170,544766572,2014
100402,"Captain America: The Winter Soldier","Science Fiction",136,7.6,5764,"Captain America: The Winter Soldier",170,544766572,2014
10192,"Shrek Forever After","Comedy",93,6,1959,"Shrek Forever After",165,587600867,2010
10192,"Shrek Forever After","Adventure",93,6,1959,"Shrek Forever After",165,587600867,2010
10192,"Shrek Forever After","Fantasy",93,6,1959,"Shrek Forever After",165,587600867,2010
10192,"Shrek Forever After","Animation",93,6,1959,"Shrek Forever After",165,587600867,2010
10192,"Shrek Forever After","Family",93,6,1959,"Shrek Forever After",165,587600867,2010
158852,"Tomorrowland","Adventure",130,6.2,2846,"Tomorrowland",190,19154322,2015
158852,"Tomorrowland","Family",130,6.2,2846,"Tomorrowland",190,19154322,2015
158852,"Tomorrowland","Mystery",130,6.2,2846,"Tomorrowland",190,19154322,2015
158852,"Tomorrowland","Science Fiction",130,6.2,2846,"Tomorrowland",190,19154322,2015
177572,"Big Hero 6","Adventure",102,7.8,6135,"Big Hero 6",165,487105443,2014
177572,"Big Hero 6","Family",102,7.8,6135,"Big Hero 6",165,487105443,2014
177572,"Big Hero 6","Animation",102,7.8,6135,"Big Hero 6",165,487105443,2014
177572,"Big Hero 6","Action",102,7.8,6135,"Big Hero 6",165,487105443,2014
177572,"Big Hero 6","Comedy",102,7.8,6135,"Big Hero 6",165,487105443,2014
82690,"Wreck-It Ralph","Family",108,7.1,4570,"Wreck-It Ralph",165,306222889,2012
82690,"Wreck-It Ralph","Animation",108,7.1,4570,"Wreck-It Ralph",165,306222889,2012
82690,"Wreck-It Ralph","Comedy",108,7.1,4570,"Wreck-It Ralph",165,306222889,2012
